Dept,Supplier Reference,Warehouse,Part Number,Physical inventory,Sub Location
MT,,MT-MAIN,06AED498 - L,1.00,HL3L02
MT,,MT-MAIN,383245 - L,1.00,HL3L07
MT,,MT-MAIN,02AKZ060 - L,1.00,HL3L02
MT,,MT-MAIN,02APS930Z - L,1.00,HL3L02
MT,,MT-MAIN,SL.DES1035,1.00,
MT,,MT-MAIN,SL.Ada2106,1.00,
MT,,MT-MAIN,2I24700021,1.00,
MT,,MT-MAIN,X9LV618878,1.00,
MT,,MT-MAIN,X9LV619146,1.00,
MT,,MT-MAIN,X9LV619108,1.00,
MT,"DM MICROMETER MD-E1""",MT-MAIN,293-180-40,1.00,HL3L03
MT,DM MICROMETER MD-E25,MT-MAIN,293-140-40,1.00,HL3L03
MT,"STEEL RULE 150X6""",MT-MAIN,182-107,2.00,HL3L04
MT,MICROMETER OMD-50R,MT-MAIN,107-202,1.00,HL3L03
MT,TI-119EX,MT-MAIN,513-407-10E,2.00,HL3L10
MT,,MT-MAIN,AA - 0.374,1.00,HL3L28
MT,DG0.001-5MM,MT-MAIN,2118A-10,1.00,HL3L05
MT,,MT-MAIN,TPG-270B,10.00,HL3L28
MT,,MT-MAIN,E010003344,1.00,
MT,,MT-MAIN,CM00TZP,4.00,HL3L20
MT,,MT-MAIN,2I24700023,1.00,
MT,,MT-MAIN,12BAM642,20.00,HL3L09
MT,,MT-MAIN,OC2-600,1.00,HL3L28
MT,,MT-MAIN,IC2-300,1.00,HL3L28
MT,,MT-MAIN,NO. 11.0 H7,1.00,HL3L27
MT,,MT-MAIN,NO. 7.0 H7,1.00,HL3L27
MT,ID-S112XB2,MT-MAIN,543-790B-10,3.00,HL3L14
MT,,MT-MAIN,M-500,1.00,
MT,,MT-MAIN,M8P,1.00,
MT,,MT-MAIN,C-500,1.00,
MT,,MT-MAIN,LED-5,1.00,
MT,,MT-MAIN,C130-311,1.00,HL3L20
MT,TI-623TX,MT-MAIN,513-515-10T,1.00,HL3L10
MT,,MT-MAIN,HLX 64625,5.00,HL3L22
MT,GAUGE BLOCK 0.1-1-BM1/D,MT-MAIN,611821-031,1.00,HL3L18
MT,,MT-MAIN,06AFF890,1.00,HL3L02
MT,,MT-MAIN,06AEC362,1.00,HL3L10
MT,,MT-MAIN,CM015W4,1.00,HL3L20
MT,,MT-MAIN,M6 X 1.0 GPWP2 X 20L,1.00,
MT,,MT-MAIN,NO. 32.0 P7 (-0.017/-0.042),1.00,
MT,,MT-MAIN,NO. 8.2 +0.2/-0,1.00,
MT,,MT-MAIN,M10 X 1.25 GPWP2 X 30L,1.00,
MT,,MT-MAIN,539-817N,1.00,HL3L36
MT,,MT-MAIN,790-800HLD,1.00,
MT,,MT-MAIN,V000042859*,1.00,
MT,,MT-MAIN,X7J6001994,1.00,
MT,,MT-MAIN,X9LV908810,1.00,
MT,,MT-MAIN,X9LV908812,1.00,
MT,,MT-MAIN,E010010518,1.00,
MT,,MT-MAIN,LED BOTTOM LIGHT,2.00,HL3L30
MT,,MT-MAIN,WB-67N,2.00,
MT,,MT-MAIN,EGA-7041,2.00,
MT,,MT-MAIN,4Y5L8F4,1.00,HL3L23
MT,,MT-MAIN,3Y5L8F4,1.00,HL3L23
MT,,MT-MAIN,JW5L8F4,1.00,HL3L23
MT,,MT-MAIN,EMX-1000N,1.00,
MT,,MT-MAIN,63TAA407-54,3.00,HL3L18
MT,,MT-MAIN,66PAA001J-SG,2.00,
MT,,MT-MAIN,63TAA444-54,3.00,HL3L18
MT,,MT-MAIN,SRG-50mm (±1μ),1.00,HL3L28
MT,,MT-MAIN,SRG-63mm (±1μ),1.00,HL3L28
MT,,MT-MAIN,X9LV914524,1.00,
MT,,MT-MAIN,X9LV914535,1.00,
MT,,MT-MAIN,X9LV914513,1.00,
MT,,MT-MAIN,P6VFV-V2RR4-D77DK-7XCQ3-VP9KZ,1.00,
MT,,MT-MAIN,XGQHJ-4GPKV-KFXCR-RMCP6-XRH9Z,1.00,
MT,,MT-MAIN,9VWQX-C2RY2-XJPVR-C2YTV-2KG6Z,1.00,
MT,,MT-MAIN,DQW4G-C2HY2-2Y74F-J4VMW-92PGZ,1.00,
MT,,MT-MAIN,2C3JX-WDVD4-9HVV2-GKHHK-PD4CZ,1.00,
MT,,MT-MAIN,XPJPR-QCR4H-7CMYF-HMFQ7-6XGJZ,1.00,
MT,,MT-MAIN,VQXJ2-CXYG6-V49Q9-M3MTM-RXVQZ,1.00,
MT,,MT-MAIN,02AUW703C,1.00,HL3L18
MT,,MT-MAIN,A-2237-1112,2.00,HL3L22
MT,,MT-MAIN,172-600,1.00,HL3L04
MT,,MT-MAIN,AAH - 8.000,2.00,HL3L28
MT,,MT-MAIN,539-809N,1.00,HL3L36
MT,,MT-MAIN,K651323,1.00,HL3L20
MT,,MT-MAIN,A/5000/7632,2.00,HL3L20
MT,,MT-MAIN,LOAD CELL FOR DSV-500N,1.00,HL3L37
MT,,MT-MAIN,S9S2537A08844,1.00,
MT,,MT-MAIN,S9S2544A03854,1.00,
MT,,MT-MAIN,X7J6001552,1.00,
MT,,MT-MAIN,SV-2000KD,1.00,HL3L28
MT,,MT-MAIN,AAH - 4.500,2.00,HL3L28
MT,,MT-MAIN,X7J6001997,1.00,
MT,,MT-MAIN,817-180-02,1.00,HL3L22
MT,,MT-MAIN,AA - 1.008,2.00,HL3L28
MT,,MT-MAIN,AA - 0.620,2.00,HL3L28
MT,,MT-MAIN,AA - 0.724,2.00,HL3L28
MT,,MT-MAIN,AA - 5.425,1.00,HL3L28
MT,,MT-MAIN,AA - 5.725,1.00,HL3L28
MT,,MT-MAIN,AA - 5.825,1.00,HL3L28
MT,,MT-MAIN,AA - 5.625,1.00,HL3L28
MT,,MT-MAIN,AA - 5.375,1.00,HL3L28
MT,,MT-MAIN,AA - 6.225,1.00,HL3L28
MT,,MT-MAIN,ISCN-HRC 60,2.00,HL3L22
MT,,MT-MAIN,ISCN-HRA HARD 70,2.00,HL3L22
MT,,MT-MAIN,NO. 700A (62600),16.00,HL3L20
NC,,NC-MAIN,7537-23002013,1.00,HL2L07
NC,,NC-MAIN,7537-90000007,1.00,HL2L07
NC,,NC-MAIN,7537-21002000,1.00,HL2L07
NC,,NC-MAIN,2932-08013L00,2.00,HL2L05
NC,,NC-MAIN,25390281411,1.00,HL2L36
NC,,NC-MAIN,"OB-10PN,P-3",6.00,MEZZANINE
NC,,NC-MAIN,6101-30300010,1.00,
NC,,NC-MAIN,AL510S (X),1.00,HL2L35
NC,,NC-MAIN,41112500571,1.00,HL2L01
NC,,NC-MAIN,41472521310,1.00,HL2L01
NC,,NC-MAIN,A31DQ001420,2.00,HL2L01
NC,,NC-MAIN,J2600S03500,1.00,HL2L03
NC,,NC-MAIN,G20SV052761,1.00,HL2L42
NC,,NC-MAIN,DGD4800,1.00,HL2L19
NC,,NC-MAIN,DJG6800,2.00,HL2L19
NC,,NC-MAIN,MA-182125,4.00,HL2L08
NC,,NC-MAIN,DEX4200,4.00,HL2L19
NC,,NC-MAIN,C50,10.00,HL2L35
NC,,NC-MAIN,Y AXIS FRONT COVER,8.00,HL2L35
NC,,NC-MAIN,MMF04C24DS BKO-CB0479-H01,1.00,HL2L19
NC,,NC-MAIN,A98L-0031-0028,3.00,HL2L14
NC,,NC-MAIN,J2600G03500,2.00,HL2L03
NC,,NC-MAIN,DH30700,1.00,HL2L19
NC,,NC-MAIN,F09FH002170,10.00,HL2L02
NC,,NC-MAIN,R8,15.00,HL2L35
NC,,NC-MAIN,2937-04045000,2.00,
NC,,NC-MAIN,D639400,2.00,HL2L19
NC,,NC-MAIN,DDW7400,1.00,HL2L19
NC,,NC-MAIN,DCK7900,1.00,HL2L19
NC,,NC-MAIN,AVR 45KVA,2.00,
NC,,NC-MAIN,A860-0203-T013,2.00,HL2L11
NC,,NC-MAIN,D51SY025220,2.00,HL2L01
NC,,NC-MAIN,F02KQ005361,1.00,HL2L02
NC,,NC-MAIN,Transformer 10KVA,2.00,
NC,,NC-MAIN,D50NWU00020,3.00,HL2L39
NC,,NC-MAIN,R10ZL001900,3.00,HL2L36
NC,,NC-MAIN,5200-29010150,1.00,HL2L06
NC,,NC-MAIN,F28TM032201,1.00,
NC,,NC-MAIN,PW030201,10.00,HL2L13
NC,,NC-MAIN,0B714500111,1.00,
NC,,NC-MAIN,2B064500630,1.00,
NC,,NC-MAIN,2B064500142,1.00,
NC,,NC-MAIN,0B714500250,1.00,
NC,,NC-MAIN,0B714500350,1.00,
NC,,NC-MAIN,DEG5700,4.00,HL2L19
NC,,NC-MAIN,D80MA007510,3.00,
NC,,NC-MAIN,D70UB010240,9.00,HL2L02
NC,,NC-MAIN,D80MA019370,1.00,HL2L29
NC,,NC-MAIN,Z99BB020030,1.00,HL2L04
NC,,NC-MAIN,D70UB011130,3.00,HL2L02
NC,,NC-MAIN,#M15-00342,1.00,HL2L09
NC,,NC-MAIN,4904-72100040,4.00,HL2L06
NC,,NC-MAIN,"MLTC-MSCC-7/16""-BO205",2.00,
NC,,NC-MAIN,84,2.00,HL2L12
NC,,NC-MAIN,122,1.00,HL2L12
NC,,NC-MAIN,BEARING,10.00,HL2L35
NC,,NC-MAIN,6093,6.00,HL2L35
NC,,NC-MAIN,6024.6014.6025,10.00,HL2L35
NC,,NC-MAIN,6181,8.00,HL2L35
NC,,NC-MAIN,FUSE,5.00,HL2L35
NC,,NC-MAIN,D50EA002980,2.00,HL2L01
NC,,NC-MAIN,6019,5.00,HL2L35
NC,,NC-MAIN,6022,5.00,HL2L35
NC,,NC-MAIN,6018,5.00,HL2L35
NC,,NC-MAIN,5039-6114,4.00,HL2L35
NC,,NC-MAIN,DHG1400,1.00,HL2L19
NC,,NC-MAIN,D02SY011370,1.00,HL2L01
NC,,NC-MAIN,DKM1100,1.00,HL2L19
NC,,NC-MAIN,DKM1600,1.00,HL2L19
NC,,NC-MAIN,J24NV005140,5.00,HL2L03
NC,,NC-MAIN,DC20400,1.00,HL2L19
NC,,NC-MAIN,43,10.00,HL2L35
NC,,NC-MAIN,6072,10.00,HL2L35
NC,,NC-MAIN,D80ZZ023151,2.00,HL2L01
NC,,NC-MAIN,G16FH005242,1.00,HL2L02
NC,,NC-MAIN,5200-29070060,1.00,HL2L06
NC,,NC-MAIN,D70UB011000,5.00,HL2L02
NC,,NC-MAIN,54301,1.00,HL2L11
NC,,NC-MAIN,0-21-0073,1.00,HL2L09
NC,,NC-MAIN,0-21-0002,1.00,HL2L09
NC,,NC-MAIN,2955-00A01800,3.00,HL2L05
NC,,NC-MAIN,K16ZA000411,2.00,HL2L03
NC,,NC-MAIN,2937-04014000,2.00,
NC,,NC-MAIN,2937-04043000,2.00,
NC,,NC-MAIN,2937-04046001,2.00,
NC,,NC-MAIN,2937-04013000,3.00,
NC,,NC-MAIN,2937-04042000,2.00,
NC,,NC-MAIN,2937-04041001,2.00,
NC,,NC-MAIN,2937-04040000,2.00,
NC,,NC-MAIN,2937-04017000,2.00,
NC,,NC-MAIN,2937-04018000,2.00,
NC,,NC-MAIN,2937-04039000,3.00,
NC,,NC-MAIN,2937-04036000,2.00,
NC,,NC-MAIN,2937-04037000,2.00,
NC,,NC-MAIN,3297-H010,4.00,HL2L09
NC,,NC-MAIN,J2600P19000,4.00,HL2L03
NC,,NC-MAIN,85450506,3.00,HL2L11
NC,,NC-MAIN,QA03-05008GA0,3.00,HL2L07
NC,,NC-MAIN,J395 5M,1.00,HL2L19
NC,,NC-MAIN,J396 0.3M,1.00,HL2L19
NC,,NC-MAIN,D80UB029423,7.00,HL2L02
NC,,NC-MAIN,G30ZZ00334E,10.00,HL2L02
NC,,NC-MAIN,A-2197-0158,3.00,
NC,,NC-MAIN,94219719,3.00,HL2L12
NC,,NC-MAIN,G48CB004960,1.00,HL2L03
NC,,NC-MAIN,L02TR030440,1.00,HL2L03
NC,,NC-MAIN,HBZ-U10 P-5RTS,8.00,MEZZANINE
NC,,NC-MAIN,OSC-ET-Ø0.3X300L - 100PCS,2.00,HL2L11
NC,,NC-MAIN,MBK7300,4.00,HL2L32
NC,,NC-MAIN,3885-Z03730-0201,2.00,HL2L09
NC,,NC-MAIN,K-EB08000227,1.00,HL2L14
NC,,NC-MAIN,K-EB08000235,2.00,HL2L14
NC,,NC-MAIN,923-0-05-1050,1.00,HL2L12
NC,,NC-MAIN,CU32-R,2.00,HL2L08
NC,,NC-MAIN,FL12140,2.00,HL2L13
NC,,NC-MAIN,D02SY011520,7.00,HL2L01
NC,,NC-MAIN,3273-E9280-0101,1.00,HL2L09
NC,,NC-MAIN,DFW4300,4.00,HL2L19
NC,,NC-MAIN,DFW3800,4.00,HL2L19
NC,,NC-MAIN,A02B-0281-K601,2.00,HL2L14
NC,,NC-MAIN,A63L-0002-0024,3.00,HL2L14
NC,,NC-MAIN,41473011180,1.00,HL2L01
NC,,NC-MAIN,43422507991,1.00,HL2L01
NC,,NC-MAIN,43122543550,1.00,HL2L01
NC,,NC-MAIN,43412507860,1.00,HL2L01
NC,,NC-MAIN,33112544150,1.00,HL2L01
NC,,NC-MAIN,D6250000,1.00,
NC,,NC-MAIN,R61ZZ001882,1.00,HL2L04
NC,,NC-MAIN,7391-72568000,2.00,HL2L07
NC,,NC-MAIN,AGCB048F,1.00,HL2L13
NC,,NC-MAIN,AGCB087B,1.00,HL2L13
NC,,NC-MAIN,Z99YYE01690,1.00,HL2L04
NC,,NC-MAIN,OSC-SW-300,4.00,
NC,,NC-MAIN,D02MA010950,2.00,HL2L01
NC,,NC-MAIN,D69MA000900,1.00,HL2L41
NC,,NC-MAIN,ML-SHC 75W-90,6.00,
NC,,NC-MAIN,A-5000-3709,1.00,
NC,,NC-MAIN,G23SV002890,1.00,HL2L02
NC,,NC-MAIN,D72UB701353,1.00,HL2L02
NC,,NC-MAIN,141-713,1.00,HL2L41
NC,,NC-MAIN,MVT1224A,2.00,HL2L13
NC,,NC-MAIN,539-814N,5.00,
NC,,NC-MAIN,539-806N,5.00,
NC,,NC-MAIN,A25,3.00,HL2L37
NC,,NC-MAIN,J2600P00600,1.00,HL2L03
NC,,NC-MAIN,TS5690N1230,1.00,HL2L19
NC,,NC-MAIN,220 VAC,1.00,
NC,,NC-MAIN,PU0850-BLACK,70.00,
NC,,NC-MAIN,PU1065-BLACK,80.00,
NC,,NC-MAIN,215-1587,2.00,HL2L18
NC,,NC-MAIN,06040800,1.00,HL2L12
NC,,NC-MAIN,06040900,1.00,HL2L12
NC,,NC-MAIN,#M15-02290,2.00,HL2L09
NC,,NC-MAIN,MAQF500,2.00,HL2L19
NC,,NC-MAIN,MAQG700,2.00,HL2L19
NC,,NC-MAIN,MAQF300,2.00,HL2L19
NC,,NC-MAIN,MAQG600,2.00,HL2L19
NC,,NC-MAIN,Z990000010A,3.00,
NC,,NC-MAIN,4HSD80655.2,1.00,HL2L12
NC,,NC-MAIN,6F1-P1-01,1.00,HL2L12
NC,,NC-MAIN,40R-G85,1.00,HL2L12
NC,,NC-MAIN,4SCB4052710,1.00,HL2L12
NC,,NC-MAIN,4WR-80-75-10,1.00,HL2L12
NC,,NC-MAIN,C20001041,2.00,HL2L11
NC,,NC-MAIN,10322125,1.00,HL2L12
NC,,NC-MAIN,MLTC-SSCC-9.37MM-B0266III,3.00,HL2L08
NC,,NC-MAIN,MY62300,2.00,HL2L19
NC,,NC-MAIN,MLTC-MSCC-16.0MM-BO205,1.00,HL2L13
NC,,NC-MAIN,MLTC-MSCC-5.0MM-BO125III,4.00,HL2L08
NC,,NC-MAIN,G0992 L0.23M,1.00,HL2L19
NC,,NC-MAIN,OSC-ET-MO-Ø3.0MMX300L,2.00,HL2L11
NC,,NC-MAIN,C18D 110V,2.00,HL2L08
NC,,NC-MAIN,2955*0FB00300,1.00,HL2L05
NC,,NC-MAIN,MLTC-MSCC-22.0MM-B0266III,2.00,HL2L08
NC,,NC-MAIN,MLTC-MSCC-26.0MM-B0266III,2.00,HL2L08
NC,,NC-MAIN,828-7328,1.00,HL2L11
NC,,NC-MAIN,329-884,1.00,HL2L11
NC,,NC-MAIN,D80MA015171,1.00,HL2L32
NC,,NC-MAIN,DHK2800,1.00,HL2L18
NC,,NC-MAIN,DHT3300,1.00,HL2L18
NC,,NC-MAIN,DDP5000,1.00,HL2L18
NC,,NC-MAIN,G16FH005262,1.00,HL2L03
NC,,NC-MAIN,MMF-04C24DS-RCA,3.00,HL2L19
NC,,NC-MAIN,3273-E5300-0200,1.00,HL2L09
NC,,NC-MAIN,5001-29001000,1.00,HL2L06
NC,,NC-MAIN,HBZ-U(N)25 P-5RT,4.00,MEZZANINE
NC,,NC-MAIN,DKR2800,2.00,
NC,,NC-MAIN,M-2197-0150,5.00,
NC,,NC-MAIN,KA1 CU-11,2.00,HL2L08
NC,,NC-MAIN,A02B-0213-K213,9.00,HL2L14
NC,,NC-MAIN,2937-01019B00,1.00,
NC,,NC-MAIN,VSK-8A-FB,1.00,MEZZANINE
NC,,NC-MAIN,G06LA003101,8.00,
NC,,NC-MAIN,EX500008,1.00,HL2L11
NC,,NC-MAIN,F060 L=0.5M,1.00,HL2L19
NC,,NC-MAIN,DKS6700,2.00,HL2L18
NC,,NC-MAIN,MLTC-GB-10.0MM-BO205,1.00,HL2L13
NC,,NC-MAIN,MLTC-MSCC-8.0MM-BO205,1.00,HL2L13
NC,,NC-MAIN,MLTC-SSCC-8.9MM-BO205,1.00,HL2L13
NC,,NC-MAIN,MLTC-SSCC-10.0MM-BO205,1.00,HL2L13
NC,,NC-MAIN,FL12150,1.00,HL2L13
NC,,NC-MAIN,MDS-DH2-V2-4020-RF,1.00,
NC,,NC-MAIN,A17B-2100-07,1.00,
NC,,NC-MAIN,A50L-001-0459,3.00,
NC,,NC-MAIN,A50L-001-0436,1.00,
NC,,NC-MAIN,MD31700,1.00,HL2L18
NC,,NC-MAIN,R25YB000710,2.00,HL2L04
NC,,NC-MAIN,M18KM001070,1.00,
NC,,NC-MAIN,199589547,1.00,HL2L11
NC,,NC-MAIN,4.5 TONS CHAIN SLING,1.00,
NC,,NC-MAIN,SFS 6.5MM X 200MM,1.00,HL2L11
NC,,NC-MAIN,SAAW 1.5MM TO 10MM,1.00,HL2L11
NC,,NC-MAIN,SCW 6MM TO 32MM,1.00,HL2L11
NC,,NC-MAIN,SFS 3MM X 125MM,1.00,HL2L11
NC,,NC-MAIN,SPS PH1 X 200MM,1.00,HL2L11
NC,,NC-MAIN,SPS PH2 X 200MM,1.00,HL2L11
NC,,NC-MAIN,SWD 26MM,1.00,HL2L11
NC,,NC-MAIN,SWD 27MM,1.00,HL2L11
NC,,NC-MAIN,SWD 29MM,1.00,HL2L11
NC,,NC-MAIN,SWD 30MM,1.00,HL2L11
NC,,NC-MAIN,SWD 32MM,1.00,HL2L11
NC,,NC-MAIN,SWD 35MM,1.00,HL2L11
NC,,NC-MAIN,SWD 36MM,1.00,HL2L11
NC,,NC-MAIN,MDS-DH-V1-40,1.00,
NC,,NC-MAIN,SWD 38MM,1.00,HL2L11
NC,,NC-MAIN,TWD 65-450,1.00,HL2L11
NC,,NC-MAIN,GRS500,1.00,HL2L11
CT,,CT-MAIN,AL-12,4.00,
CT,,CT-MAIN,ALR-720,2.00,
CT,,CT-MAIN,ALR-840,2.00,
CT,,CT-MAIN,VR-6180A,1.00,
CT,,CT-MAIN,RG-D,100.00,
CT,,CT-MAIN,RH-D,100.00,
CT,,CT-MAIN,UC-B,9.00,
CT,,CT-MAIN,UD-B,8.00,
CT,,CT-MAIN,UE-B,1.00,
CT,,CT-MAIN,VA-B,20.00,
CT,,CT-MAIN,WB-B,10.00,
CT,,CT-MAIN,VS-85A,1.00,
CT,,CT-MAIN,AN-841,1.00,
CT,,CT-MAIN,UA-B,1.00,
CT,,CT-MAIN,CR-25,2.00,
CT,,CT-MAIN,CK30-DM100,3.00,
CT,,CT-MAIN,CR-50B,1.00,
CT,,CT-MAIN,VS-875-44,1.00,
CT,,CT-MAIN,VS-1125-44,1.00,
CT,,CT-MAIN,VS-1000-44,1.00,
CT,,CT-MAIN,VS-1500-44,1.00,
CT,,CT-MAIN,VS-1375-44,1.00,
CT,,CT-MAIN,VS-1005M,1.00,
CT,,CT-MAIN,VS-2375-44,1.00,
CT,,CT-MAIN,VS-1250-44,1.00,
CT,,CT-MAIN,AN-994A,18.00,
CT,,CT-MAIN,AN-980,2.00,
CT,,CT-MAIN,B-300,1.00,
CT,,CT-MAIN,SL-15,1.00,
CT,,CT-MAIN,LN-0116A,2.00,
CT,,CT-MAIN,VB-C,4.00,
CT,,CT-MAIN,WE-D,44.00,
CT,,CT-MAIN,WF-D,52.00,
CT,,CT-MAIN,WG-D,39.00,
CT,,CT-MAIN,AN-842,1.00,A2R023
CT,,CT-MAIN,CK-2045A,2.00,
CT,,CT-MAIN,CK-3045A,3.00,
CT,,CT-MAIN,BL10-354AS,3.00,
CT,,CT-MAIN,K10-347AS,1.00,
CT,,CT-MAIN,K16-495AS,3.00,
CT,,CT-MAIN,K16-526AS,1.00,
CT,,CT-MAIN,M-125S,1.00,A2R023
CT,,CT-MAIN,AG-140L,1.00,
CT,,CT-MAIN,MB-2333A,1.00,
CT,,CT-MAIN,KKN-650,1.00,A2R023
CT,,CT-MAIN,P-650A,1.00,A2R023
CT,,CT-MAIN,PN-50,1.00,
CT,,CT-MAIN,ST-2500,19.00,
CT,,CT-MAIN,2H-P28-2500-WG,18.00,A2R023
CT,,CT-MAIN,AN-670,2.00,
CT,,CT-MAIN,BL5-W,3.00,
CT,,CT-MAIN,PN-40,1.00,
CT,,CT-MAIN,VS-500E,4.00,
CT,,CT-MAIN,VS-236,1.00,
CT,,CT-MAIN,VS-315,1.00,
CT,,CT-MAIN,VS-311,1.00,
CT,,CT-MAIN,VS-257,1.00,
CT,,CT-MAIN,VS-214,1.00,
CT,,CT-MAIN,VS-217,1.00,
CT,,CT-MAIN,VS-276,1.00,
CT,,CT-MAIN,VS-216,1.00,
CT,,CT-MAIN,S-100,1.00,
CT,,CT-MAIN,VA-C,4.00,
CT,,CT-MAIN,K20-713AS,1.00,
CT,,CT-MAIN,AK20-1000UD,1.00,
CT,,CT-MAIN,BP-235,1.00,
CT,,CT-MAIN,BP-230,1.00,
CT,,CT-MAIN,WB-D,6.00,
CT,,CT-MAIN,WC-D,1.00,
CT,,CT-MAIN,BP-225,1.00,
CT,,CT-MAIN,CR-120,5.00,
CT,,CT-MAIN,KL-1125M,1.00,
CT,,CT-MAIN,KL-1187M,1.00,
CT,,CT-MAIN,KL-1062M,1.00,
CT,,CT-MAIN,KL-1000M,1.00,
CT,,CT-MAIN,KL-962M,1.00,
CT,,CT-MAIN,KL-838M,1.00,
CT,,CT-MAIN,KL-931M,1.00,
CT,,CT-MAIN,KL-900M,1.00,
CT,,CT-MAIN,KL-744M,1.00,
CT,,CT-MAIN,S-931,1.00,
CT,,CT-MAIN,S-962,1.00,
CT,,CT-MAIN,S-1125,1.00,
CT,,CT-MAIN,S-1187,1.00,
CT,,CT-MAIN,S-838,1.00,
CT,,CT-MAIN,S-744,1.00,
CT,,CT-MAIN,S-900,1.00,
CT,,CT-MAIN,S-994,2.00,
CT,,CT-MAIN,S-1062,1.00,
CT,,CT-MAIN,AK20A,2.00,
CT,,CT-MAIN,AK20-994UC,1.00,
CT,,CT-MAIN,S-775,1.00,
CT,,CT-MAIN,LBN-1A (INC),1.00,A2R023
CT,,CT-MAIN,LBN-11 (INC),1.00,A2R023
CT,,CT-MAIN,K16-588AS,10.00,
CT,,CT-MAIN,AK20-869UB,1.00,
CT,,CT-MAIN,S-869,1.00,
CT,,CT-MAIN,AL20-A,1.00,
CT,,CT-MAIN,EKU-525,1.00,
CT,,CT-MAIN,AN-231,1.00,
CT,,CT-MAIN,K16-A413,7.00,
CT,,CT-MAIN,K16-A55,5.00,
CT,,CT-MAIN,K16-A63,38.00,
CT,,CT-MAIN,K16-J63,60.00,
CT,,CT-MAIN,PL-13,130.00,
CT,,CT-MAIN,AN-100,1.00,
CT,,CT-MAIN,CR-12,1.00,
CT,,CT-MAIN,K10-J83,24.00,
CT,,CT-MAIN,K12-J83,4.00,
CT,,CT-MAIN,K16-J57,2.00,
CT,,CT-MAIN,K16-J95,10.00,
CT,,CT-MAIN,K20-A55,8.00,
CT,,CT-MAIN,K20-A57,4.00,
CT,,CT-MAIN,K20-A63,2.00,
CT,,CT-MAIN,K20-J63,11.00,
CT,,CT-MAIN,K20-J83,4.00,
CT,,CT-MAIN,LJ-13,2.00,
CT,,CT-MAIN,L5-A65,528.00,
CT,,CT-MAIN,ML-5,15.00,
CT,,CT-MAIN,PL-5,16.00,
CT,,CT-MAIN,PL-7,36.00,
CT,,CT-MAIN,P20-A55,72.00,
CT,,CT-MAIN,P20-J83,9.00,
CT,,CT-MAIN,P28-A413,2.00,
CT,,CT-MAIN,P28-A55,11.00,
CT,,CT-MAIN,P28-A63,1.00,
CT,,CT-MAIN,P28-A67,12.00,
CT,,CT-MAIN,P28-J57,5.00,
CT,,CT-MAIN,P28-J63,18.00,
CT,,CT-MAIN,P28-J83,60.00,
CT,,CT-MAIN,R28-A413,1.00,
CT,,CT-MAIN,R28-A57,10.00,
CT,,CT-MAIN,R28-A63,19.00,
CT,,CT-MAIN,R28-J57,1.00,
CT,,CT-MAIN,R28-J63,1.00,
CT,,CT-MAIN,R28-J83,10.00,
CT,,CT-MAIN,R28-J95,62.00,
CT,,CT-MAIN,C24-J65-91,6.00,
CT,,CT-MAIN,T20-J85,2.00,
CT,,CT-MAIN,U22-J85,2.00,
CT,,CT-MAIN,V24-A65,7.00,
CT,,CT-MAIN,GG25-J87,12.00,
CT,,CT-MAIN,GG25-A45,9.00,
CT,,CT-MAIN,ML-7,21.00,
CT,,CT-MAIN,L20-A47,6.00,
CT,,CT-MAIN,P28-A57,4.00,
CT,,CT-MAIN,KL-14,12.00,
CT,,CT-MAIN,KL-13,4.00,
CT,,CT-MAIN,P-200,1.00,A2R023
CT,,CT-MAIN,K16-J83,3.00,
CT,,CT-MAIN,P28-A53,108.00,
CT,,CT-MAIN,R28-A53,108.00,
CT,,CT-MAIN,K3-A65,1.00,
CT,,CT-MAIN,K6-A65,1.00,
CT,,CT-MAIN,K12-A63,7.00,
CT,,CT-MAIN,K12-A57,9.00,
CT,,CT-MAIN,K12-A413,4.00,
CT,,CT-MAIN,K10-A55,4.00,
CT,,CT-MAIN,K8-A55,40.00,
CT,,CT-MAIN,L10-DM05,1.00,
CT,,CT-MAIN,AN-515,1.00,
CT,,CT-MAIN,K10-J95,22.00,
CT,,CT-MAIN,CR-2,1.00,
CT,,CT-MAIN,LJ-7,2.00,
CT,,CT-MAIN,JN-201,9.00,
CT,,CT-MAIN,T20-A45,2.00,
CT,,CT-MAIN,U22-A45,2.00,
CT,,CT-MAIN,K12-J63,14.00,
CT,,CT-MAIN,LAB,1.00,
CT,,CT-MAIN,K6-A413,2.00,
CT,,CT-MAIN,K5-A69,20.00,
CT,,CT-MAIN,IC80L6V-3SP,38.00,
CT,,CT-MAIN,EHU-518,2.00,
CT,,CT-MAIN,A80-JVSN,3.00,
CT,,CT-MAIN,P28J95,3.00,
CT,,CT-MAIN,P28J99,7.00,
CT,,CT-MAIN,AN-87,1.00,
CT,,CT-MAIN,AN-97,2.00,
CT,,CT-MAIN,2G-R28,15.00,
CT,,CT-MAIN,2H-R28,17.00,
CT,,CT-MAIN,PF-110-4,2.00,A2R023
CT,,CT-MAIN,AN-618A,3.00,
CT,,CT-MAIN,D2-I,1.00,
CT,,CT-MAIN,P-AK20-A,1.00,
CT,,CT-MAIN,PF-244A,1.00,
CT,,CT-MAIN,ASPC-942A,1.00,
CT,,CT-MAIN,GRM-2245,1.00,A2R024
CT,,CT-MAIN,P-300,1.00,
CT,,CT-MAIN,P-250,1.00,
